chemin guilhem:459642291,459642295,459807936,459642296,1724490302,2627270726,459812758,8943628583,459807915,459642300,7203224748,5547365382,459807872,459642301,2848408184,459807823,8786230472,459642304
rue sambre et meuse:459278224,2926405952,459278225,8449237199,460007224,459278255,459278251,459278227,459278256,459278271,5851108193,459278239,459278246,766490866,459278234
cours bosquet:296917958,348229851,339665891,300223700,2527889950,2527889949,6152162709,307612552
place de la republique:296917285,2858207232,443115043,6652763145,443115039,443115047,2969915145,296917287,2309510847
rue des reparatrices:343522550,351184035
avenue san carlos:339465315,351184035,1436423903
avenue des acacias:360814125,3478438688,360814136
avenue de montebello:360814173,360814192,360814220
avenue bie moulie:360814074,2892021617,2892021615,8767369241,456048526,456048515,360843281,2990506689,360843276,360843269,360814228,360814254,360814263,360814268,7101567049,360814277
rue gutenberg:459619617,3148148201,459619686
avenue du loup:286824000,2562891370,7325756748,2562891284,418894099,418863976,286825162,286825159,286825153,7231395803,286825152,7231395789,5129217008,418894097,286825168,8418818372,418845557,418845531,418845530,418914783,418845525,8952393405,286825166,370317043,669958805,8384412549,8635414473,286825170,459169341,2627270665,8164359258,2469885288,2627270709,459149826,2469885292,2443807668,370436052,8007718038,3334385689,2214323440,286825175,2443807672,1585161849,370436039,370436080,2447443790,8380269972,2443807684,459161248,2214322140,7506821635,7506821627,6654371819,385088877,2214322150,3345702532,459169405,341467929,459169409,305383483,8783804455,6985124482
chemin des ecoliers:459169362,2627270685,6281856136
rue mozart:459203594,2178196897,459203628,2178196901,2176147895,2176147896,459203610,7696040199,459203604
rond point eric tabarly:286807998,286808008,286808011,6830374435,1874136242,286808017,286808019,286808021,286808023,1874136243
chemin labriart:370436080,459169403,1585161837,8943625291,8943625299,418894180
rue cassiopee:459204007,1724490311,5790318624,1724490261,1724490233,3050212837,3784642561,3784642582,6416266662,1724490220,1724490222
rue blanqui:459642296,2629488505,459807943,459807887,459807888,459807890,459807891,459807892
rue paul bert:459619521,459619647,2917113984,459619638,3394211722,459619584,2917124715
rue marx dormoy:459619661,5398411417,459619670
cstjf:8426920255
rue d'etigny:286991903,7277457953,3512737853,6389043608,286991907,8754556193,286991917,340008870,1838864688,26905237,1838864685,26905235,307636564,307638205,307638168,339397467
place gramont:286991887,339376891,2282854710,7076625068,7076625067,340008860,286991903,7076625069,6930053955,6930053954,286991890,2443807549
rue tran:339376891,2282854750,340131240,340008821,5951120415,340008856
place de la liberation:340008836,340008844,340008846,2309510836,340008843,340008856,5951120392
rue gassiot:339675095,6949409658,340008844
rue carnot:250410108,339803886,2858207233,296917285,2309510847,2858207229,339675114,339675095,339803881,296917290,339803868,339803865,339803863,7004243964,6150139118
rue cazaubon norbert:339803919,339803921,2326390478,6150139116
boulevard d'alsace lorraine:6150139097,2386321387,286678884,7044802377,2324306561,340280215,8952393399,8952393371,2526454038,286826212,252260198,339499434,339499429,252260195,339499425,339499421,6268656465,2326390477,7037090681,6150139095,6150139096,7004243967,6150139119,6845553040,6417025393,6150139092,6150139093,6417025394,6845553039,6150139118,7004243966,6150139120,322107543,339260484,252260174,2716538593,6762672530,252260170,2310040339,339308955,322107575,322107577
cours lyautey:5108274161,6387866874,2270254578,252259482,2374539821,252259488,7294338847,6388874793,6985204060,339260494,6005411791,5108274147,6005408574,6396864145,6993051306,418863924,2270254506,339260492,5814664949,252259476,3376478040,418845571,3376478039,6821846803,339499414,6150139092
avenue de saragosse:252259591,418863937,564638423,418863948,418863953,5129217011,286825152,370317035,6388960923,2270254543,418863947,252259826,2270254547,418863945,7992263924,956500351,7004243984,6396864147,6396864145
