Pau;Rue Maurice Estrabaut;286777522,459492978,459492982,459492983,459492985,459492984,459492986,459492979
Pau;Rue Richelieu;286778081,286825166
Pau;Rue René Char;286779745,7432784310,5711261494
Pau;Rue Simin Palay;286779745,369735729,369735726,369842420,369763783,286972164
Pau;Rond-Point Gabriel Delaunay;286779746,286779751,286779754,286779755,286779757,286779759,286779762,459507454
Pau;Rocade;286779751,341467984,286779754,341467986
Pau;Avenue de l'Europe;286779759,286832880,286779762,2430899371,2430899384,7201192044,341467979,5398411406,5825046404,7201192026,7201191998,7199401950,2357373080,7201191997,7201191964,7201191963,2357373119,7201191996,7201192004,341467976,8786870161,341467981,341467974,2357372937,341467969,341467966,286832919,286832893,286832903,341467996,286832923,2626856440,459807866,7201191903,286832953,341467959,341467957,7201142378,7201142377,7201191893,7201142380,286832959,395563724,2628435491,395563716,8779930562,6548174233,286832964,2207053252,341467952,286832969,286832997,7201191889,7201142379,7201191897,341467998,286832908,342752253,7201192006,7201192025,7201192024
Pau;Allée de l'Abbé Lemire;286779774,459507455,286779776,459507458
Pau;Rond-Point de la Commune de Paris;286807978,286819675,286807993,5999916038,286807987,286807989,5108274148,286807991,6013354387,6013354388,5108274161
Pau;Allée Condorcet;286807987,6821814255,6821814254,6841770960,6841770959,6388922489,6841770950,339226190,6388921090,594760898,6845553031,5982902252,6387479599,286808023,286807998,6387479600,6830374448,286807999,541783953,6845553028,594760901,6388921093,286807996,6841770947,6388922488,6841770956,6841770963,5636799994,7004247615,6387866866,286807993
Pau;Avenue de l'Université;286807989,6387866871,2270254588,2270254587,6387866872,5108274148,6387893124,339499602,6388869720,2630402222,2216630314,286823682,2309510861,286823684,286823669,6277135833,2309510854,6388869716,6388869722,6388869721,6387893139,6388862652,2309510853
Pau;Avenue Dufau;286807991,6387866873,2270254583,339499596,8173375569,2921672729,322107501,339260494,6993051310,8418818375,286809545,339260491,3376478046,286809542,8945183192,8945183184,286809537,286809534,339499419,6150139119,6005411790,6005408573,6985204060
Pau;Passage Louis Sallenave;286807996,349013167
Pau;Passage Condorcet;286807996,5999916033,5999916021,339226190
Pau;Rond-Point Éric Tabarly;286807998,286808008,286808011,6830374435,1874136242,286808017,286808019,286808021,286808023,1874136243
Pau;Rue Ronsard;286808008,6387479607,2237548160,6841770943,6376335890,2237548158,1938084076,6391787098,2306156492,286817662,2237548139,286817663,2214327833,286817664,1585161879,286817673,2214327835,2522006133,459161239,2528983439,370436039,2237548164,6387479606,286808011
Pau;Allées Catherine de Bourbon;286808017,6830374438,6830374464,7004197750,7004197742,7004197724,6387493927,6387493909,286815098,6654009821,6387493910,6387493928,2119105527,7004197740,6387462984,2214331169,6387479602,6830374435,6654009815,6793563813,2309510900,286833010,8589753035,6985156386,6985149996,2309510902,6654009828,6770187232,6770187233,286833004,286832993,286832987,835973260
Pau;Boulevard Lucien Favre;286808019,6387479614,6387479613,286808021,6387479617,420618315,6830374470,2908654253,6789821751,2908654254,1938084110,7052867381,286988764,6387479618
Pau;Rue de l'Abbé Bremond;286809534,322107542,322107549,322107551,2529878383,2967563255,339245534
Pau;Rue du Général de Lorencez;286809537,2630402213,8945183191,339499487
Pau;Rue des Frères Wright;286809542,339499476,339499473,1281611536,8945183152,322107535
Pau;Rond-Point Victor Schoelcher;286815098,6654009819,6654009818,6654009824,6654009815,6654009828,6654009830,6654009832,6654009821,6654009822
Pau;Rond-Point du Chanoine Henri Louyat;286817664,286817667,286817669,286817672,286817673,1585161866,1585161879
Pau;Rue André Maginot;286817669,286817700,286817672,2237548093,286817705,286817706,286817710,6838834743,5089981679,370436052,6838834737,2562891375,2528983417,2528983405,286825175
Pau;Rue André Mitton;286817684,2428994043,2428994035,2627270705,2469885291,2627270709,297415627,2428994048,297415622,594772483,297415624,349013164,349013169,418499292,5089981675,7004270576,6822067489,349013167
Pau;Avenue Pierre Massé;286817685,2428994052,2301493236,286817712,2428994067,2428994068,594761005,286817710,2428994057,2301493237,2428994053,286817686,6105569991,286817690,2301493231,2301493230,2428994019,2428994014,2428993998,2428993992,2428993988,2428993982,286819665,2428993965,2428993938,2428993924,286819667,2301493232
Pau;Rue Marc Sangnier;286819665,2428993973,2428993978,459149794,459149801,459149799,6105580035,6841770951
Pau;Rue Saint-Exupéry;286819669,459149797,2428993971,459149794,7004233309,459149781
Pau;Rue Paul et Jean-Claude Camors;286823654,2309510874,674163133,2309510869,2438145132,720794531,322107585,720815950,286988605,2525058027,2525058039,2309510875,286823662
Pau;Avenue du Doyen Robert Poplawski;286823657,287387921,286823659,5480675208,702397759,702398889,8139976078,340304147,340304149,1748321114,1748321117,2321860548,8871690246,631748916,286988763
Pau;Avenue du Président Kennedy;286823669,2309510851,322107518,339499594,2794606205,2794606197,2794606187,339499590,2894949876,2794606177,322107506,8883889844,339499577,2794606172
Pau;Rue Pierre et Marie Curie;286823997,2428993920,459149817,286825170,459149819
